SMILES,logP
CC(=C)C(=O)OCCOCCOC(=O)C(=C)C,1.8
C1=CC=C(C(=C1)CN(CCCl)CCCl)Br,3.6
C1=CC(=CC(=C1)Br)CN(CCCl)CCCl,3.9
C1=CC=C(C(=C1)CN(CCCl)CCCl)Cl,3.6
C1=CC(=CC(=C1)Cl)CN(CCCl)CCCl,3.8
CC1=C(C=CC(=C1)Br)O,2.0
C1=CC=C(C=C1)N=NC2=CC=CC=C2O,3.3
CCCCCCCCCCCCCCCCCCCCC(=O)O,9.1
CCCCCC=CC=CC=O,3.2
CCCCCC=CC=O,2.6
C1=CC(=C(C=C1C2=CC(=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.9
CCCCCCCCCCCCCCCC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,7.7
CCCCCCCCCCCCCCCC(=O)O[C@@H](CC(=O)O)C[N+](C)(C)C,7.1
CCNNC(=O)C1=CC=NC=C1,0.1
C1=CC=C2C(=C1)C=CN=C2C=NN=C(N)S,2.1
C1=CC=C2C(=C1)C(=C(N2)O)N=N,2.7
COC(=O)CS,0.4
CCCCF,2.6
COC(=O)C=CCF,0.7
C1=C(C=C(C(=C1F)F)F)F,2.4
CCCC(C)(C)CO,2.2
CCCCC(C)(C)CO,2.7
CC1(C2CCC1(C(C2)(C)O)C)C,2.7
CCOC(=O)C1(CCN(CC1)CC=C)C2=CC=CC=C2,3.1
CSCCl,1.6
C1OC2=C(O1)C=C(C=C2)C=CC(=O)O,2.1
C1=CC(=C(C=C1C2=CC(=C(C=C2)N)O)O)N,1.5
CC1=CC(=CC(=C1O)C)Br,2.0
CS(=O)(=O)OCCCCCOS(=O)(=O)C,-0.2
CC(C)OC(=O)C1=C(C=CC=C1Cl)S(=O)(=O)N,1.8
C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O,2.2
C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O,2.8
CC1=NC2=CC=CC=C2N=C1C,2.0
CC1=CC(=CC2=C1C(=O)C(=C3C(=O)C4=C(S3)C=C(C=C4C)Cl)S2)Cl,6.1
COC1=C(C2=C(C(=C1)O)C(=O)C3=CC=CC=C3C2=O)N,2.9
COC1=C(C=CC(=C1)CCO)O,0.5
CC1=CC2=CC3=C(C=CC4=CC=CC=C43)C=C2C=C1,6.4
CC1=CC2=C(C=C1)C=C3C(=C2)C=CC4=CC=CC=C43,6.4
CC1=CC2=C(C=C1)C3=C(C=CC4=CC=CC=C43)C=C2,6.4
CC1=C2C=CC3=CC=CC4=C3C2=C(C=C1)C=C4,5.4
CC1=C2C=C3C=CC4=CC=CC=C4C3=CC2=CC=C1,6.3
CC1=CC2=CC=CC=C2C3=C1C=CC4=CC=CC=C43,6.0
CC1=C2C=CC3=C4C2=C(C=CC4=CC=C3)C5=CC=CC=C15,6.0
CC1=CC2=NC3=C(C=CC4=CC=CC=C43)C(=C2C=C1)C,5.5
C[C@]12CCC3C(C1CC[C@@H]2OC(=O)CCC4CCCC4)CCC5[C@@]3(CCC(=O)C5)C,6.7
CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC,2.7
CCC=CCCCCCCCC(=O)O,4.0
CC(C[N+](C)(C)C)O,0.0
C1=CC=C2C(=C1)N=C(O2)S,2.4
CCCCCC#CCCC,4.5
C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,5.3
CCCCSC1=CC=C(C=C1)CC(=O)NO,2.4
CCOC(=O)C1=C(C(=C(N1)C)C(=O)C)C,1.7
C1CC2C(O2)CC1COC(=O)C3CCC4C(C3)O4,1.5
C(C[C@@H](C(=O)O)N)CN=C(N)N[C@@H](CC(=O)O)C(=O)O,-4.7
CCCCCCCCCCCOC(=O)O,5.1
CC(C)C1=CC=C(C=C1)C(=C)C,4.4
CC1=CC2=C(C=C1)[N+](=C(S2)C3=CC=C(C=C3)N(C)C)C,4.7
CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=C(C=C3)N(CC)CC,7.0
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,9.3
CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,3.498
CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2,3.5
C[C@@H]1CC2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)(O)O)O)C)O)F)C,0.1
CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,4.9
CC(=O)OCC(=O)[C@@]12[C@@H](CC3C1(CC([C@]4(C3C[C@@H](C5=CC(=O)CCC54C)Cl)F)O)C)OC(O2)(C)C,3.2
COC1=C2C=CC=CC2=CC3=CC=CC=C31,4.5
COC1=CC=C(C=C1)N=NC2=CC=CC=C2,4.1
CC(C)CCOCCC(C)O,1.9
C=CCCCC=C,3.0
C#CCCCCCC#C,3.0
CCOC(=O)C=CC=CC,1.9
COC1=CC(=CC=C1)Br,3.0
CCCCCCCCCCCCCC(CCCCCC)C1=CC=CC=C1,12.3
CCCCCCCCCCCC(CCCCCCCC)C1=CC=CC=C1,12.3
CCCCCCCCCCCCCCCCCCC(C)C1=CC=CC=C1,12.3
CCCCCCCCCCCCCCCCCCCCC1=CC=CC=C1,13.1
C1=CC(=C[N+](=C1)[O-])C(=O)O,-0.6
CCCCCCCCCC(CC)C1=CC=CC=C1,7.9
CCCCCCC(CCCCCC)C1=CC=CC=C1,8.5
CCCCCCCCCCCCCCCCCC(CC)C1=CC=CC=C1,12.3
CCCCCCCCCCCCCCCCC(CCC)C1=CC=CC=C1,12.3
CCCCCCCCCCCCCCCC(CCCC)C1=CC=CC=C1,12.3
CNC1=C2C=CC=CC2=NS1,2.6
CN(C)C1=NC(=NC(=N1)Cl)Cl,2.8
CN(C)C=NC1=C2C(=CC(=C1)OC)C=CC=N2,1.7
C1=CC=C2C(=C1)C(=CC(=C2Cl)[N+](=O)[O-])[N+](=O)[O-],3.5
C1=CC(=C(N=C1)Cl)Cl,2.1
C1=CC(=NC(=C1)Cl)Cl,2.2
C1=C(C(=NC(=C1Cl)Cl)Cl)Cl,3.3
CCOP(=O)(OCC)SC,0.6
C1CCCC(CC1)Br,3.7
CCCCCCCCC1CO1,4.1
CCCCOP(=O)(C)OCCCC,2.0
CC(C)(C)N(C(C)(C)C)O,1.7
CCC1C=CC(=O)O1,1.1
CCCC(=O)OC(C)C(=NN=C(N)S)C=NN=C(N)S,1.3
COC(=O)C=CN1CC1,0.3
CC1CCCC(C1=O)(C)C,2.4
C1=CC=C2C(=C1)C3=CC=CC=C3C2(CCCN)CCCN,2.9
CCN(CC)C(C)C(=O)OC1=C(C=CC=C1OC)OC,2.8
CC1=CC(=C(C=C1)O)C(C)(C)C,3.6
CC(CC1=CC(=C(C=C1)O)O)N,-0.5
CCCCCCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C(CC)Cl,6.7
C1=COC(=C1)C=NNC(=O)N,0.0
CC(C)CCC(=O)OC,2.1
CCC(=O)N1C2CCC1CN(C2)CC=CC3=CC=CC=C3Cl,3.4
C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,4.5
CCC12CCC3C(C1CC[C@@]2(C#CCl)O)CCC4=CC(=O)CCC34,4.3
CCCC1CC1,3.0
CC1=CC=C(C=C1)NC(=O)CC(=O)C,2.1
CC1=C(C(=C(C=C1)C)O)C,2.7
CC(=O)NC1=CC=C(C=C1)NC=[N+](C)C,0.9
C1=CC=C2C(=C1)C=C3C=CC=CC3=C2CBr,5.3
C(CBr)C#N,0.7
C(CCl)C(CCl)O,1.1
C1=CC(=C(C=C1C=O)Cl)O,1.9
CCC(CN(CC(CC)O)CC(CC)O)O,1.1
CC1COC(O1)C=C,0.9
CC1=C2C(=CC3=CC=CC=C13)C=CC4=CC=CC=C42,5.4
C=CC1CCC1C=C,2.9
CCCCN=C(N(CCCC)CCCC)S,4.2
CCCCCCCCC=CCCCCCCCC=O,7.2
CC1=CC(=CC(=C1O)C)[N+](=O)[O-],1.2
CCCN(CCC)CCSC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,5.8
CC[N+](C)(CC)CCOC(=O)C(C)(C1=CC=CC=C1)C2=CC=CC=C2,4.6
CCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(C)C,3.6
C1=CC=C(C=C1)C2=C(SSC2=O)Cl,3.0
C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,3.8
CC1=CC(=C(C(=C1)OC(=O)NC)Cl)C,2.7
CC1=C(C=C(C=C1)OC(=O)NC)C,2.3
CCOC(=O)CSP(=O)(OCC)OCC,0.9
C1C(COC(O1)C2=CC=CC=C2)(CO)CO,0.1
CCCCCCCCCCCCCCCl,7.9
CC(CCl)[N+](=O)[O-],1.0
CC(C)(C)NC=O,0.5
C1C(O1)COCCCCOCC2CO2,0.0
CC1=CC(=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O)[N+](=O)[O-],4.8
C1C(O1)CCCCC2CO2,1.0
CCCCOCC1CO1,1.0
CCN(CC)CCOC(=O)C=C,1.2
COC1=C(C=C2C(=C1)C=CN2)OCC3=CC=CC=C3,3.5
COC1=CC2=C(C=C1)NC=C2CCN3CCCC3,2.0
C1(=NC(=NC(=N1)N(Cl)Cl)N(Cl)Cl)N(Cl)Cl,3.7
COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=CC=CC=C4C(=C3)S(=O)(=O)O)O)OC)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)O)O,6.3
C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C=C4C=CC(=CC4=C3O)N)S(=O)(=O)O)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)O)S(=O)(=O)O)N)O,4.3
COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)O)S(=O)(=O)O)N)O)OC)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)O)S(=O)(=O)O)N)O,3.6
C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=CC(=C(C=C5)O)C(=O)O)S(=O)(=O)O,6.1
CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C6C=CC(=CC6=CC(=C5N)S(=O)(=O)O)S(=O)(=O)O,7.2
CC1=CC(=C(C(=C1N)N=NC2=CC=C(C=C2)C3=CC=C(C=C3)N=NC4=CC(=C(C=C4)O)C(=O)O)N)N=NC5=C(C=C6C=C(C(=C(C6=C5)O)N=NC7=CC=C(C8=CC=CC=C87)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,7.8
C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C=C4C=CC(=CC4=C3O)N)S(=O)(=O)O)N=NC5=CC(=C(C=C5)O)C(=O)O,5.8
CC1=CC(=C(C=C1N)N)N=NC2=CC=C(C=C2)C3=CC=C(C=C3)NN=C4C(=CC5=C(C4=N)C(=O)C(=NNC6=CC=CC=C6)C(=C5)S(=O)(=O)O)S(=O)(=O)O,4.4
CCN(CC)C(=O)C(Cl)(Cl)Cl,2.3
CC(C)CCCCCCO,3.5
C=C(C(CCl)Cl)Cl,2.5
C(C=C(CCl)Cl)Cl,2.1
C(C(C(C(Cl)Cl)(Cl)Cl)Cl)Cl,4.0
CCN(CC)C(=O)CC1=CC=CC=C1,2.1
CC1=CC(=C(C(=C1)Cl)O)Cl,3.2
CC1=CC(=C(C(=C1)Br)O)Br,3.3
C(CCC#N)CCN,0.0
CCCCCC(=O)SC(C)CC,3.9
CCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCC,11.8
CCCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCCC,13.4
C(CCCCCN)CCCCC(=O)O,-1.0
CCN(CC)C(=O)C1=C(ON=C1C)C,1.4
CCCCCCCCCCCCCCCCCCCCCCC(=O)O,10.2
COC1=CC=CC2=C1NC=C2CCN,1.3
CN1C=NC2=CC=CC=C2C1=O,0.7
CC1=C(C=CC(=C1)Cl)OCC(=O)OC,2.7
CC(CCC=C(C)C)C=C,4.2
CC1=C(C2=CC=CC=C2N=C1)C,2.9
CCCCCCCCCCCC#N,4.7
C1=C(C(=C(C(=C1Br)O)Br)O)Br,4.4
CCCCCCCCCCCC=C,7.3
CC1=C(C2=CC=CC=C2N=C1C)C,3.3
C1=CC(=C(C=C1Cl)Cl)C2=C(C=C(C=C2)Cl)Cl,6.3
CCCN(C1=CC=CC=C1)C(=O)C,2.2
CC(C)C1=CC=CC=C1C(=O)O,2.0
CC1=CCC(CC1)C(C)(C)O,1.8
CN(C)C1=C(C=C(C=C1)N=NC2=CC=CC=C2)OC,3.8
CC(=O)N(C1=CC2=C(C=C1)C3=CC=CC=C3C=C2)O,3.3
CC1=CC(=C(C=C1[N+](C)(C)C)C(C)C)OC(=O)N2CCCCC2,3.9
C1=CC2=C(C=C1Br)C(=C(N2)O)N=N,3.4
C[C@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O,-2.1
COC1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl,3.6
CC1=CC2=C(C=C1)N=C3C(=N2)SC(=O)S3,3.1
CN(C)CCOC(=O)C=C,0.5
C(C(=O)O)N(CP(=O)(O)O)CP(=O)(O)O,-5.9
CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,4.3
C1=CC=C(C=C1)C(CNC2=NC=CC=N2)O,1.4
C1CC=CC(C1)Cl,2.3
CCCCCC(C=C)OC(=O)C,3.1
C1=CC=C(C(=C1)C2=NC3=CC=CC=C3O2)C4=NC5=CC=CC=C5O4,4.9
CC1=CC=CC=C1OC2=CC=C(C=C2)[N+](=O)[O-],4.1
C1=CC=C(C(=C1)CC(=O)O)Cl,2.0
C=CC1=C2C=CC=CC2=CC3=CC=CC=C31,5.5
C1=CC(=CC=C1OC2=CC=C(C=C2)Cl)Cl,4.0
CCC(C)COC(=O)C(C)CC,3.2
CC1=CC2=CC=CC=C2OC1=O,2.3
CC1=CC2=C(C=C1)C=CC(=O)O2,1.8
CCCCCCC1=CC=C(C=C1)O,4.3
C[N+]1=C2C3C=C4C(=CC3C=CC2=C5C=CC6=C(C5=C1)OCO6)OCO4,3.4
COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,0.7
CC(=O)OC1CC2CC(CC(C1)N2C)C3=CC=CC=C3,3.1
C1CC2CC(CC(C1)N2CC3=CC=CC=C3)C4=CC=CC=C4,5.0
CC#CN,0.6
C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4,-1.5
C1=CC=C(C=C1)C(=O)OCCCOC(=O)C2=CC=CC=C2,5.1
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N=CN(C)C,2.3
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N(CCO)CCO,3.2
CC1CCCC1C,3.2
CC1CCC(C1)C,3.2
C[C@@]1(CC[C@@H]2[C@@]1(C[C@H]([C@H]3[C@H]2CCC4=CC(=O)C(=C[C@]34C)C=O)O)C)O,2.2
CC(=C)C(=O)OCC1CCCO1,1.5
CCCCCCCCCCOCCCCCCCCCC,9.1
C1=C(C=NC=C1Cl)Cl,2.6
C1=CC(=C(C=C1N)Cl)C(=O)O,1.5
C1=CC=C(C=C1)C2=CC=NN2,1.9
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,-5.0
C[N+]1=CC=C(C=C1)C(=O)[O-],1.2
C[N+]1=CC=C(C=C1)C(=O)O,0.5
COC(=O)C1=CC(=C(C=C1)C(=O)OC)C(=O)OC,1.4
COC1=CC(=C(C=C1O)Cl)Cl,3.3
CC(C)(C)C1=CC(=O)C(=CC1=O)C(C)(C)C,3.4
CCCCC(CC)COCC1CO1,2.9
CCCCCCCCCCCCOCC1CO1,5.4
CCCCCC=CCC=CCCCCCCCCCC(=O)OC,8.0
C1COC(=O)OC1Cl,1.4
CCCCCCC=CC=O,3.1
CCCCC=CC=O,2.1
COP(=S)(OC)OC1=C(C=C(C=C1)[N+](=O)[O-])Cl,3.6
C1=CC=C2C(=C1)C3=C(C2(C(=O)O)O)C=C(C=C3)Cl,2.6
CNC1=CC2=C(C=C1)C=C3C=CC(=NC)C=C3O2,2.3
CCOP(=O)(OCC)S,0.7
CC(=O)N1C=CN=C1,-0.3
C(CCCl)CC(Cl)(Cl)Cl,3.7
CC(C1COC2=CC=CC=C2O1)N,1.2
CC(CN1CCN(CC1)CCOCCO)CN2C3=CC=CC=C3SC4=CC=CC=C42,3.7
C=CC1C=CC2=CC=CC=C12,3.3
CCCCCCCCCCl,5.2
CCCCCCCCCCCCl,6.3
C1=C(C=C(C2=C1C(=C(N2)C3=NC4=C(C3=O)C=C(C=C4Br)Br)O)Br)Br,5.5
CNC1=C2C(=C(C=C1)NC)C(=O)C3=CC=CC=C3C2=O,3.9
C1=CC(=C2C(=C1N)C(=O)C3=C(C=CC(=C3C2=O)N)N)N,1.2
CNC1=C2C(=C(C=C1)NCCO)C(=O)C3=CC=CC=C3C2=O,3.3
C1CC2(CCC1(CC2)CNCC3=CC=CC=C3C(F)(F)F)CNCC4=CC=CC=C4C(F)(F)F,6.0
C1CCC(CC1)NCC23CCC(CC2)(CC3)CNC4CCCCC4,4.9
CC(=O)C1=CC(=C(C(=C1)OC)O)OC,0.2
CCOP(=O)(C)SCC[N+](C)(C)C,0.5
C1=CC(=CC(=C1)OC2=CC=C(C=C2)N)OC3=CC=C(C=C3)N,2.9
C1CCN(CC1)CC(C2=CC=CC=C2)O,1.7
CC(C1=CC(=C(C=C1)O)OC)O,0.4
CCN(CC)C1=CC=C(C=C1)N=NC2=CC=CC=C2,5.3
C(=C(C(Cl)(Cl)Cl)Cl)(C(Cl)(Cl)Cl)Cl,5.0
COC(=O)C[N+](=O)[O-],0.1
CC[N+](CC)(CC)CC1=CC=CC=C1,2.9
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)C=CC4=CC(=O)CC[C@]34C,2.2
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)O,2.8
C1=CC(=C(C=C1C(=O)O)Cl)N,1.8
CC1=C(C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])OC(=O)C)C(C)(C)C,3.4
C1=NC2=C(N1)C(=O)N=C(N2)S,0.2
CC12CCC3C(C1CCC2OC4=CCCC4)CCC5=CC(=O)C=CC35C,5.4
CN=C(N(C)C)S,0.5
C=CCC1=CC=CC2=CC=CC=C21,4.7
CCCCCCCCCCCCCCC(C)CO,7.7
CCCC(C)CCCCCCCCCCCCC(=O)OC,8.2
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-],3.9
C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)S(=O)(=O)O,2.2
CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-],4.4
CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)Cl,5.2
CC1=CC=C(C=C1)C2=NN=C(O2)C3=CC=C(C=C3)C,3.8
CC(=NNC(=O)N)C1=CC=CC=C1,0.8
C1=C(OC(=C1)[N+](=O)[O-])CO,0.4
CCCCCCCCOC1=CC=C(C=C1)C(=O)O,5.0
CCCC(=O)OCC[N+](C)(C)C,1.0
CCCCCCCCCCCCCOC(=O)C(=C)C,7.8
CCCCCCCCCCCCCCCCOC(=O)C(=C)C,9.4
CC(=C)C(=O)OCC1=CC=CC=C1,2.9
C=CCS(=O)(=O)O,-0.2
CCOP(=O)(OCC)SCCS(=O)(=O)CC,0.1
CCOP(=O)(OCC)SCCS(=O)CC,0.0
CCOP(=S)(OCC)SCCS(=O)(=O)CC,1.9
CCOP(=S)(OCC)SCCS(=O)CC,1.7
CCCC=CCOC(=O)C,2.0
CCC(=O)C=CC,1.2
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCO,3.9
C1=C(C=C(C(=C1C(=O)O)Cl)[N+](=O)[O-])[N+](=O)[O-],2.5
CCCCC[N+](CCCCC)(CCCCC)CCCCC,7.4
C1C(C(OC1N2C=C(C(=NC2=O)N)I)COP(=O)(O)O)O,-2.4
CC1=C2C=C(C3=CC=CC=C3C2=CC4=CC=CC=C14)F,6.1
C1=CC=C2C(=C1)C=CC3=C2C(=O)C4=CC=CC=C4C3=O,4.1
CC1=CC2=C(C=C1)C3=CC4=CC=CC=C4C=C3C=C2,6.4
CC1=CC2=C(C=C1)C=CC3=CC4=CC=CC=C4C=C32,6.4
CC1=C2C(=CC=C1)C=CC3=CC4=CC=CC=C4C=C32,6.3
CCCCCCCOC(=O)C=C,4.0
CCCCCCCCOC(=O)C=C,4.0
CCCCCCOC(=O)C=C,3.4
CCOC1=CC=C(C=C1)CC2=NC3=CC(=C(C=C3N2CCN(C)C)Cl)Cl,5.0
CC(=O)CC1=CC(=C(C=C1)O)OC,0.5
C1=CC=C(C=C1)NC2=CC3=CC(=C(C(=C3C=C2)N=NC4=CC=C(C5=CC=CC=C54)N=NC6=C7C=C(C=CC7=C(C=C6)N=NC8=C(C=CC(=C8)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)O)S(=O)(=O)O,7.7
CN(C)C=CC=CC=[N+](C)C,0.8
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C3CCCN3C(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C4CCC(=O)N4,-4.2
CCOC(C)C(=NN=C(N)S)C=NN=C(N)S,0.8
CC(=O)N(C1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)F)O,2.5
C1C2=CC=CC=C2C3=C1C=C(C=C3)N=O,3.2
CC(=O)N(C1=CC2=CC=CC=C2C=C1)O,2.0
CC(=O)O[C@@H]1CC2C3CCC4=C(C3CCC2([C@H]1OC(=O)C)C)C=CC(=C4)OC(=O)C5=CC=CC=C5,5.4
C(=CNC(=CN=O)O)C(=O)N,-0.2
CCOC(=O)[C@](C)(CC1=CC(=C(C=C1)O)O)N,1.0
C1C(=C(C#N)C#N)CC2=CC=CC=C21,1.9
C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)C#N,4.1
CCOP(=O)(OCC)OC1=CC=CC=C1,1.6
CCOP(=O)(C)CSCC,0.9
CCOP(=O)(CC)SC,0.6
CC1=CC(=C(C=C1)NN=C(C(=O)C)C(=O)NC2=CC=CC=C2)[N+](=O)[O-],3.9
C(COC(=O)C(Cl)(Cl)Cl)OC(=O)C(Cl)(Cl)Cl,3.7
C1=CC=C(C=C1)C(=NNC2=C(C=C(C=C2)Br)Br)Br,6.0
C1=CC(=C(C=C1Cl)C(=O)O)[N+](=O)[O-],2.1
C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)Cl,2.0
C1CNC1C(=O)O,-2.9
CCC(C(=O)O)(Cl)Cl,1.9
CC(CCO)OC,0.2
CCC1C(=O)NC(=O)NC1=O,-0.3
CC(=O)NC1=C2C(=C(C=C1)S(=O)(=O)O)C=C(C(=C2O)N=NC3=C4C=C(C=CC4=C(C=C3)N=NC5=CC=C(C=C5)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,2.3
CC1=NC(=O)N=C(N1)C2=CC=CC=C2,1.0
CCOC(=O)NC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,2.1
CCOC(=O)N(CC1=CC=CC=C1)C2CC2,2.5
CC1C2=CC=CC=C2C3=CC=CC=C13,3.9
C1C2=CC=CC=C2C3=C1C=C(C=C3)Cl,4.4
COC1=CC2=C(C=C1)C3=CC=CC=C3C2,3.8
C1C2=CC=CC=C2C3=C1C=C(C=C3)C#N,3.5
COP(=S)(Cl)Cl,2.7
COP(=S)(OC)Cl,2.0
CCOP(=S)(OCC)Cl,2.7
CCOP(=S)(OCC)SCC,2.8
CCOC(=O)C1=CC=CC=N1,0.9
CC(=O)NC1=CC=CC(=C1)CS,1.4
CC1=[N+](C(=CC=C1)C)C,1.8
CC1=CC[C@@H]2CC[C@H]3[C@@H]4CC[C@]([C@]4(CC[C@@H]3[C@]2(C1)C)C)(C)O,5.2
CCCCOP(=O)(OCCCC)OC1=CC=CC=C1,4.3
CCCCCCC(=O)Cl,3.5
CC1=C(C(=C(C=C1)C)C(=O)O)C,2.5
CC(=O)[C@]1(CCC2C1(CC([C@]3(C2CCC4=CC(=O)CCC43C)F)O)C)OC(=O)C,2.3
CC(=C)CC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O,4.2
CCC1=C(NN(C1=O)C2CCN(CC2)C)C3=CC=CC=C3,3.0
CC1=CC2=C(C=C1)C3=CC=CC=C3C=C2,5.2
CCCC1=NC(=CC(=N1)OC(=O)N(C)C)C,1.9
C[C@@H]1CC[C@@H](C1)C,3.2
CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3C(=O)O,1.7
CCCCCCCCCCCCCCCCCC1=NC(=NC(=N1)N)N,8.1
CCCCCC(=O)NC1=CC(=C(C=C1)Cl)Cl,4.7
C(CCCN[N+](=O)[O-])CCN[N+](=O)[O-],2.2
C1CN(C(=O)N1[N+](=O)[O-])[N+](=O)[O-],-0.2
COC(=O)C1(C2=CC=CC=C2C3=C1C=C(C=C3)Cl)O,3.0
CC1=CC2=C(C=C1)N=C(S2)N,2.4
CC(CC1(C(=O)NC(=O)NC1=O)CC=C)O,0.2
C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C=C(C4=CC=CC=C43)S(=O)(=O)O)O)O,4.2
COC1=C(C(=C(C(=C1OC)Cl)Cl)Cl)OC,4.1
COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,4.4
COC1=C(C(=C(C(=C1Cl)Cl)Cl)OC)O,3.7
CN(C=O)C(=O)CSP(=S)(OC)OC,1.5
CC1=C2C(=CC3=CC=CC=C13)C4=CC=CC=C4C=C2F,6.1
CC1=C2C=CC3=CC=CC=C3C2=CC4=CC=CC=C14,6.3
C1=CC=C(C=C1)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,6.7
CCCCOCCOC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl,4.7
CCCCCCCCCCCCCCOC(=O)C(=C)C,8.3
CCC1CN1,0.5
CCCCC(CC)COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,6.6
C1CC(CCC1CN)CN,0.1
CC(=O)CCC1=CC=CC=C1,1.8
C1CCC(CC1)SSC2CCCCC2,4.5
C(C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)CCl)Cl,4.7
FS(F)(F)(F)(F)F,4.2
CC[N+](CC)(CC)CCOC1=CC=C(C=C1)C=CC2=CC=CC=C2,5.3
C1C2(COC(O1)C3=CC=CC=C3)CSC2,1.9
CCC(C)CC(C)CCC(=O)O,3.3
